Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL GBP,Return %,Commission GBP,Favorable excursion GBP,Favorable excursion %,Adverse excursion GBP,Adverse excursion %,Cumulative PnL GBP,Cumulative PnL %,Duration (bars)
193,Exit short,19/05/2026 22:30,Exit Short 15M,221.77,1,220.66,-0.83,-0.5,0,0.1,0.06,-0.83,-0.51,25.61,2.56,6
193,Entry short,19/05/2026 21:00,Short 15M,220.66,1,220.66,-0.83,-0.5,0,0.1,0.06,-0.83,-0.51,25.61,2.56,6
194,Exit long,20/05/2026 14:15,Exit Long 15M,223.15,1,223.8,-0.49,-0.29,0,0.96,0.57,-0.49,-0.29,25.13,2.51,20
194,Entry long,20/05/2026 09:15,Long 15M,223.8,1,223.8,-0.49,-0.29,0,0.96,0.57,-0.49,-0.29,25.13,2.51,20
195,Exit long,20/05/2026 19:30,Exit Long 15M,223.57,1,224.35,-0.58,-0.35,0,1.32,0.79,-0.63,-0.38,24.54,2.45,16
195,Entry long,20/05/2026 15:30,Long 15M,224.35,1,224.35,-0.58,-0.35,0,1.32,0.79,-0.63,-0.38,24.54,2.45,16
196,Exit short,20/05/2026 21:00,Exit Short 15M,223.83,1,222.83,-0.75,-0.45,0,0.59,0.35,-0.75,-0.45,23.8,2.38,5
196,Entry short,20/05/2026 19:45,Short 15M,222.83,1,222.83,-0.75,-0.45,0,0.59,0.35,-0.75,-0.45,23.8,2.38,5
197,Exit long,20/05/2026 21:45,Exit Long 15M,223.01,1,226.53,-2.63,-1.55,0,0.31,0.18,-3.75,-2.22,21.17,2.12,1
197,Entry long,20/05/2026 21:30,Long 15M,226.53,1,226.53,-2.63,-1.55,0,0.31,0.18,-3.75,-2.22,21.17,2.12,1
198,Exit short,21/05/2026 09:00,Exit Short 15M,222.37,1,220.82,-1.15,-0.7,0,1.18,0.72,-2.54,-1.54,20.02,2,11
198,Entry short,20/05/2026 22:15,Short 15M,220.82,1,220.82,-1.15,-0.7,0,1.18,0.72,-2.54,-1.54,20.02,2,11
199,Exit long,21/05/2026 09:45,Exit Long 15M,223.07,1,224.57,-1.12,-0.67,0,0.12,0.07,-1.17,-0.7,18.9,1.89,2
199,Entry long,21/05/2026 09:15,Long 15M,224.57,1,224.57,-1.12,-0.67,0,0.12,0.07,-1.17,-0.7,18.9,1.89,2
200,Exit short,21/05/2026 14:30,Exit Short 15M,224.38,1,222.73,-1.23,-0.74,0,1.77,1.07,-1.23,-0.74,17.67,1.77,5
200,Entry short,21/05/2026 13:15,Short 15M,222.73,1,222.73,-1.23,-0.74,0,1.77,1.07,-1.23,-0.74,17.67,1.77,5
201,Exit long,21/05/2026 19:00,Exit Long 15M,220.52,1,221.71,-0.89,-0.54,0,0.1,0.06,-0.89,-0.54,16.79,1.68,1
201,Entry long,21/05/2026 18:45,Long 15M,221.71,1,221.71,-0.89,-0.54,0,0.1,0.06,-0.89,-0.54,16.79,1.68,1
202,Exit short,21/05/2026 20:15,Exit Short 15M,220.39,1,219.07,-0.98,-0.6,0,0.13,0.08,-0.98,-0.6,15.81,1.58,1
202,Entry short,21/05/2026 20:00,Short 15M,219.07,1,219.07,-0.98,-0.6,0,0.13,0.08,-0.98,-0.6,15.81,1.58,1
203,Exit long,22/05/2026 14:30,Exit Long 15M,219.94,1,220.69,-0.56,-0.34,0,0.58,0.35,-0.56,-0.34,15.25,1.52,5
203,Entry long,22/05/2026 13:15,Long 15M,220.69,1,220.69,-0.56,-0.34,0,0.58,0.35,-0.56,-0.34,15.25,1.52,5
204,Exit short,22/05/2026 18:45,Exit Short 15M,215.75,1,219.15,2.53,1.55,0,2.96,1.82,-0.25,-0.16,17.78,1.78,16
204,Entry short,22/05/2026 14:45,Short 15M,219.15,1,219.15,2.53,1.55,0,2.96,1.82,-0.25,-0.16,17.78,1.78,16
205,Exit short,22/05/2026 22:45,Exit Short 15M,214.99,1,216.21,0.91,0.56,0,1.03,0.64,-0.14,-0.09,18.69,1.87,15
205,Entry short,22/05/2026 19:00,Short 15M,216.21,1,216.21,0.91,0.56,0,1.03,0.64,-0.14,-0.09,18.69,1.87,15
206,Exit long,26/05/2026 14:15,Exit Long 15M,216.64,1,217.15,-0.38,-0.23,0,1,0.62,-0.38,-0.23,18.31,1.83,20
206,Entry long,26/05/2026 09:15,Long 15M,217.15,1,217.15,-0.38,-0.23,0,1,0.62,-0.38,-0.23,18.31,1.83,20
207,Exit short,27/05/2026 09:00,Exit Short 15M,214.21,1,213.91,-0.22,-0.14,0,0.12,0.07,-0.22,-0.14,18.09,1.81,5
207,Entry short,26/05/2026 23:45,Short 15M,213.91,1,213.91,-0.22,-0.14,0,0.12,0.07,-0.22,-0.14,18.09,1.81,5
208,Exit long,27/05/2026 10:00,Exit Long 15M,214.33,1,214.8,-0.35,-0.22,0,0.25,0.15,-0.35,-0.22,17.74,1.77,1
208,Entry long,27/05/2026 09:45,Long 15M,214.8,1,214.8,-0.35,-0.22,0,0.25,0.15,-0.35,-0.22,17.74,1.77,1
209,Exit short,28/05/2026 12:00,Exit Short 15M,210.15,1,211.75,1.19,0.76,0,1.19,0.76,-0.1,-0.06,18.93,1.89,13
209,Entry short,28/05/2026 00:45,Short 15M,211.75,1,211.75,1.19,0.76,0,1.19,0.76,-0.1,-0.06,18.93,1.89,13
210,Exit short,29/05/2026 16:00,Exit Short 15M,216.56,1,214.47,-1.55,-0.97,0,0.08,0.05,-1.55,-0.97,17.37,1.74,1
210,Entry short,29/05/2026 15:45,Short 15M,214.47,1,214.47,-1.55,-0.97,0,0.08,0.05,-1.55,-0.97,17.37,1.74,1
211,Exit long,29/05/2026 20:45,Exit Long 15M,216.46,1,217.6,-0.85,-0.52,0,0.08,0.05,-0.85,-0.52,16.53,1.65,2
211,Entry long,29/05/2026 20:15,Long 15M,217.6,1,217.6,-0.85,-0.52,0,0.08,0.05,-0.85,-0.52,16.53,1.65,2
212,Exit short,29/05/2026 23:00,Exit Short 15M,212.5,1,211.61,-0.66,-0.42,0,0.35,0.22,-1.03,-0.65,15.86,1.59,8
212,Entry short,29/05/2026 21:00,Short 15M,211.61,1,211.61,-0.66,-0.42,0,0.35,0.22,-1.03,-0.65,15.86,1.59,8
213,Exit long,01/06/2026 14:30,Exit Long 15M,217.79,1,214.91,2.14,1.34,0,2.14,1.34,-0.45,-0.28,18,1.8,21
213,Entry long,01/06/2026 09:15,Long 15M,214.91,1,214.91,2.14,1.34,0,2.14,1.34,-0.45,-0.28,18,1.8,21
214,Exit long,02/06/2026 14:00,Exit Long 15M,226.15,1,227,-0.63,-0.37,0,1.66,0.98,-0.63,-0.37,17.37,1.74,19
214,Entry long,02/06/2026 09:15,Long 15M,227,1,227,-0.63,-0.37,0,1.66,0.98,-0.63,-0.37,17.37,1.74,19
215,Exit long,02/06/2026 15:15,Exit Long 15M,229.11,1,231.43,-1.72,-1,0,0.4,0.23,-1.75,-1.02,15.65,1.56,1
215,Entry long,02/06/2026 15:00,Long 15M,231.43,1,231.43,-1.72,-1,0,0.4,0.23,-1.75,-1.02,15.65,1.56,1
216,Exit short,03/06/2026 11:30,Exit Short 15M,221.9,1,221.15,-0.56,-0.34,0,0.33,0.2,-0.56,-0.34,15.09,1.51,5
216,Entry short,03/06/2026 10:15,Short 15M,221.15,1,221.15,-0.56,-0.34,0,0.33,0.2,-0.56,-0.34,15.09,1.51,5
217,Exit short,03/06/2026 14:45,Exit Short 15M,216.26,1,221.69,4.03,2.45,0,4.03,2.45,-0.84,-0.51,19.12,1.91,1
217,Entry short,03/06/2026 14:30,Short 15M,221.69,1,221.69,4.03,2.45,0,4.03,2.45,-0.84,-0.51,19.12,1.91,1
218,Exit long,08/06/2026 14:00,Exit Long 15M,210.6,1,208.12,1.86,1.19,0,1.9,1.22,-0.73,-0.47,20.98,2.1,19
218,Entry long,08/06/2026 09:15,Long 15M,208.12,1,208.12,1.86,1.19,0,1.9,1.22,-0.73,-0.47,20.98,2.1,19
219,Exit short,08/06/2026 21:00,Exit Short 15M,208.65,1,207.74,-0.68,-0.44,0,0.04,0.02,-0.76,-0.49,20.3,2.03,1
219,Entry short,08/06/2026 20:45,Short 15M,207.74,1,207.74,-0.68,-0.44,0,0.04,0.02,-0.76,-0.49,20.3,2.03,1
220,Exit long,09/06/2026 14:45,Exit Long 15M,209.72,1,210.7,-0.73,-0.47,0,0.52,0.33,-1.4,-0.89,19.57,1.96,1
220,Entry long,09/06/2026 14:30,Long 15M,210.7,1,210.7,-0.73,-0.47,0,0.52,0.33,-1.4,-0.89,19.57,1.96,1
221,Exit short,09/06/2026 17:15,Exit Short 15M,201.34,1,209.13,5.84,3.72,0,5.84,3.72,-0.04,-0.02,25.41,2.54,9
221,Entry short,09/06/2026 15:00,Short 15M,209.13,1,209.13,5.84,3.72,0,5.84,3.72,-0.04,-0.02,25.41,2.54,9
222,Exit short,10/06/2026 12:00,Exit Short 15M,203.22,1,206.07,2.13,1.38,0,2.2,1.43,-0.39,-0.25,27.54,2.75,14
222,Entry short,10/06/2026 00:30,Short 15M,206.07,1,206.07,2.13,1.38,0,2.2,1.43,-0.39,-0.25,27.54,2.75,14
223,Exit long,10/06/2026 14:15,Exit Long 15M,204.17,1,205.45,-0.96,-0.62,0,0.19,0.13,-0.96,-0.62,26.58,2.66,2
223,Entry long,10/06/2026 13:45,Long 15M,205.45,1,205.45,-0.96,-0.62,0,0.19,0.13,-0.96,-0.62,26.58,2.66,2
224,Exit short,10/06/2026 23:00,Exit Short 15M,200.04,1,202.36,1.73,1.15,0,2.26,1.49,-1.19,-0.79,28.31,2.83,27
224,Entry short,10/06/2026 16:15,Short 15M,202.36,1,202.36,1.73,1.15,0,2.26,1.49,-1.19,-0.79,28.31,2.83,27
225,Exit short,11/06/2026 14:45,Exit Short 15M,203.23,1,202.14,-0.82,-0.54,0,0.8,0.53,-0.82,-0.54,27.5,2.75,5
225,Entry short,11/06/2026 13:30,Short 15M,202.14,1,202.14,-0.82,-0.54,0,0.8,0.53,-0.82,-0.54,27.5,2.75,5
226,Exit long,11/06/2026 22:00,Exit Long 15M,205.18,1,201.68,2.62,1.74,0,2.98,1.97,-0.18,-0.12,30.12,3.01,14
226,Entry long,11/06/2026 18:30,Long 15M,201.68,1,201.68,2.62,1.74,0,2.98,1.97,-0.18,-0.12,30.12,3.01,14
227,Exit long,12/06/2026 19:15,Exit Long 15M,204.8,1,205.66,-0.64,-0.42,0,1.04,0.68,-1.3,-0.85,29.48,2.95,15
227,Entry long,12/06/2026 15:30,Long 15M,205.66,1,205.66,-0.64,-0.42,0,1.04,0.68,-1.3,-0.85,29.48,2.95,15
228,Exit long,15/06/2026 18:00,Exit Long 15M,212.34,1,209.3,2.27,1.45,0,2.54,1.63,-0.53,-0.34,31.74,3.17,11
228,Entry long,15/06/2026 15:15,Long 15M,209.3,1,209.3,2.27,1.45,0,2.54,1.63,-0.53,-0.34,31.74,3.17,11
229,Exit long,16/06/2026 13:15,Exit Long 15M,211.53,1,211.99,-0.34,-0.22,0,0.34,0.21,-0.34,-0.22,31.4,3.14,4
229,Entry long,16/06/2026 12:15,Long 15M,211.99,1,211.99,-0.34,-0.22,0,0.34,0.21,-0.34,-0.22,31.4,3.14,4
230,Exit short,16/06/2026 14:30,Exit Short 15M,209.26,1,211.03,1.32,0.84,0,1.32,0.84,-0.35,-0.22,32.72,3.27,3
230,Entry short,16/06/2026 13:45,Short 15M,211.03,1,211.03,1.32,0.84,0,1.32,0.84,-0.35,-0.22,32.72,3.27,3
231,Exit short,17/06/2026 23:00,Exit Short 15M,205.44,1,207.2,1.32,0.85,0,3.07,1.99,-0.76,-0.49,34.04,3.4,32
231,Entry short,17/06/2026 15:00,Short 15M,207.2,1,207.2,1.32,0.85,0,3.07,1.99,-0.76,-0.49,34.04,3.4,32
232,Exit long,22/06/2026 14:30,Exit Long 15M,211.92,1,210.09,1.38,0.87,0,1.38,0.87,-0.18,-0.11,35.43,3.54,9
232,Entry long,22/06/2026 12:15,Long 15M,210.09,1,210.09,1.38,0.87,0,1.38,0.87,-0.18,-0.11,35.43,3.54,9
233,Exit short,22/06/2026 23:00,Exit Short 15M,208.04,1,209.48,1.09,0.69,0,1.33,0.84,-1.07,-0.67,36.51,3.65,29
233,Entry short,22/06/2026 15:45,Short 15M,209.48,1,209.48,1.09,0.69,0,1.33,0.84,-1.07,-0.67,36.51,3.65,29
234,Exit short,23/06/2026 14:45,Exit Short 15M,203.22,1,202.12,-0.83,-0.54,0,1.57,1.03,-0.83,-0.54,35.68,3.57,1
234,Entry short,23/06/2026 14:30,Short 15M,202.12,1,202.12,-0.83,-0.54,0,1.57,1.03,-0.83,-0.54,35.68,3.57,1
235,Exit short,24/06/2026 12:45,Exit Short 15M,201.37,1,200.94,-0.33,-0.21,0,0,0,-0.42,-0.28,35.36,3.54,1
235,Entry short,24/06/2026 12:30,Short 15M,200.94,1,200.94,-0.33,-0.21,0,0,0,-0.42,-0.28,35.36,3.54,1
236,Exit short,24/06/2026 14:30,Exit Short 15M,200.37,1,199.5,-0.66,-0.44,0,0.09,0.06,-1.05,-0.69,34.7,3.47,1
236,Entry short,24/06/2026 14:15,Short 15M,199.5,1,199.5,-0.66,-0.44,0,0.09,0.06,-1.05,-0.69,34.7,3.47,1
237,Exit short,24/06/2026 21:45,Exit Short 15M,200.77,1,199.24,-1.16,-0.77,0,2.01,1.33,-1.16,-0.77,33.54,3.35,15
237,Entry short,24/06/2026 18:00,Short 15M,199.24,1,199.24,-1.16,-0.77,0,2.01,1.33,-1.16,-0.77,33.54,3.35,15
238,Exit long,25/06/2026 14:15,Exit Long 15M,200.94,1,201.48,-0.41,-0.27,0,0.27,0.17,-0.41,-0.27,33.13,3.31,2
238,Entry long,25/06/2026 13:45,Long 15M,201.48,1,201.48,-0.41,-0.27,0,0.27,0.17,-0.41,-0.27,33.13,3.31,2
239,Exit short,25/06/2026 14:45,Exit Short 15M,195.47,1,200.08,3.5,2.3,0,3.5,2.3,-0.54,-0.35,36.63,3.66,1
239,Entry short,25/06/2026 14:30,Short 15M,200.08,1,200.08,3.5,2.3,0,3.5,2.3,-0.54,-0.35,36.63,3.66,1
240,Exit short,25/06/2026 20:45,Exit Short 15M,195.26,1,194.1,-0.88,-0.6,0,0.3,0.2,-0.88,-0.6,35.75,3.57,2
240,Entry short,25/06/2026 20:15,Short 15M,194.1,1,194.1,-0.88,-0.6,0,0.3,0.2,-0.88,-0.6,35.75,3.57,2
241,Exit short,26/06/2026 10:45,Exit Short 15M,194.06,1,193.11,-0.72,-0.49,0,0.45,0.31,-0.72,-0.49,35.03,3.5,6
241,Entry short,26/06/2026 09:15,Short 15M,193.11,1,193.11,-0.72,-0.49,0,0.45,0.31,-0.72,-0.49,35.03,3.5,6
242,Exit short,26/06/2026 23:00,Exit Short 15M,192.37,1,191.73,-0.48,-0.33,0,0.03,0.02,-0.89,-0.62,34.54,3.45,8
242,Entry short,26/06/2026 21:00,Short 15M,191.73,1,191.73,-0.48,-0.33,0,0.03,0.02,-0.89,-0.62,34.54,3.45,8
243,Exit long,29/06/2026 10:30,Exit Long 15M,194.35,1,195.07,-0.55,-0.37,0,0.2,0.13,-0.55,-0.37,34,3.4,5
243,Entry long,29/06/2026 09:15,Long 15M,195.07,1,195.07,-0.55,-0.37,0,0.2,0.13,-0.55,-0.37,34,3.4,5
244,Exit long,29/06/2026 15:00,Short 15M,193.3,1,195.78,-1.88,-1.27,0,0.3,0.2,-2.08,-1.4,32.12,3.21,1
244,Entry long,29/06/2026 14:45,Long 15M,195.78,1,195.78,-1.88,-1.27,0,0.3,0.2,-2.08,-1.4,32.12,3.21,1
245,Exit short,29/06/2026 15:45,Long 15M,194.44,1,193.3,-0.86,-0.59,0,2.65,1.81,-1.08,-0.74,31.26,3.13,3
245,Entry short,29/06/2026 15:00,Short 15M,193.3,1,193.3,-0.86,-0.59,0,2.65,1.81,-1.08,-0.74,31.26,3.13,3
246,Exit long,29/06/2026 17:15,Exit Long 15M,192.82,1,194.44,-1.23,-0.83,0,0.52,0.35,-1.23,-0.83,30.03,3,6
246,Entry long,29/06/2026 15:45,Long 15M,194.44,1,194.44,-1.23,-0.83,0,0.52,0.35,-1.23,-0.83,30.03,3,6
247,Exit long,30/06/2026 14:30,Exit Long 15M,198.68,1,195.76,2.2,1.49,0,2.2,1.49,-0.1,-0.07,32.23,3.22,13
247,Entry long,30/06/2026 11:15,Long 15M,195.76,1,195.76,2.2,1.49,0,2.2,1.49,-0.1,-0.07,32.23,3.22,13
248,Exit long,30/06/2026 20:45,Exit Long 15M,200.36,1,197.85,1.89,1.27,0,1.89,1.27,-1.07,-0.72,34.12,3.41,23
248,Entry long,30/06/2026 15:00,Long 15M,197.85,1,197.85,1.89,1.27,0,1.89,1.27,-1.07,-0.72,34.12,3.41,23
249,Exit short,01/07/2026 11:00,Exit Short 15M,198.77,1,198.23,-0.41,-0.27,0,0.2,0.13,-0.41,-0.27,33.72,3.37,7
249,Entry short,01/07/2026 09:15,Short 15M,198.23,1,198.23,-0.41,-0.27,0,0.2,0.13,-0.41,-0.27,33.72,3.37,7
250,Exit short,02/07/2026 09:00,Exit Short 15M,196.32,1,197.57,0.94,0.63,0,0.94,0.63,-0.26,-0.18,34.66,3.47,16
250,Entry short,01/07/2026 21:00,Short 15M,197.57,1,197.57,0.94,0.63,0,0.94,0.63,-0.26,-0.18,34.66,3.47,16
251,Exit short,02/07/2026 18:30,Exit Short 15M,192.54,1,196.46,2.95,2,0,2.95,2,-0.3,-0.2,37.61,3.76,11
251,Entry short,02/07/2026 15:45,Short 15M,196.46,1,196.46,2.95,2,0,2.95,2,-0.3,-0.2,37.61,3.76,11
252,Exit short,06/07/2026 14:45,Exit Short 15M,195.77,1,194.95,-0.61,-0.42,0,0.72,0.49,-0.61,-0.42,37,3.7,4
252,Entry short,06/07/2026 13:45,Short 15M,194.95,1,194.95,-0.61,-0.42,0,0.72,0.49,-0.61,-0.42,37,3.7,4
253,Exit long,06/07/2026 20:45,Exit Long 15M,195.73,1,196.29,-0.42,-0.29,0,0.94,0.64,-0.7,-0.47,36.58,3.66,23
253,Entry long,06/07/2026 15:00,Long 15M,196.29,1,196.29,-0.42,-0.29,0,0.94,0.64,-0.7,-0.47,36.58,3.66,23
254,Exit short,07/07/2026 00:45,Exit Short 15M,194.81,1,195.57,0.57,0.39,0,0.57,0.39,-0.09,-0.06,37.15,3.71,15
254,Entry short,06/07/2026 21:00,Short 15M,195.57,1,195.57,0.57,0.39,0,0.57,0.39,-0.09,-0.06,37.15,3.71,15
255,Exit long,08/07/2026 09:30,Short 15M,194.02,1,196.87,-2.13,-1.45,0,0,0,-2.24,-1.52,35.01,3.5,1
255,Entry long,08/07/2026 09:15,Long 15M,196.87,1,196.87,-2.13,-1.45,0,0,0,-2.24,-1.52,35.01,3.5,1
256,Exit short,08/07/2026 12:30,Exit Short 15M,194.63,1,194.02,-0.46,-0.31,0,0.83,0.57,-0.46,-0.31,34.56,3.46,12
256,Entry short,08/07/2026 09:30,Short 15M,194.02,1,194.02,-0.46,-0.31,0,0.83,0.57,-0.46,-0.31,34.56,3.46,12
257,Exit long,08/07/2026 14:30,Exit Long 15M,197.97,1,194.96,2.25,1.54,0,2.25,1.54,-0.25,-0.17,36.81,3.68,5
257,Entry long,08/07/2026 13:15,Long 15M,194.96,1,194.96,2.25,1.54,0,2.25,1.54,-0.25,-0.17,36.81,3.68,5
258,Exit long,09/07/2026 21:30,Short 15M,202.62,1,203.07,-0.34,-0.22,0,1.13,0.74,-0.51,-0.33,36.47,3.65,13
258,Entry long,09/07/2026 18:15,Long 15M,203.07,1,203.07,-0.34,-0.22,0,1.13,0.74,-0.51,-0.33,36.47,3.65,13
259,Exit short,10/07/2026 09:00,Exit Short 15M,201.26,1,202.62,1.01,0.67,0,1.01,0.67,-0.37,-0.25,37.49,3.75,14
259,Entry short,09/07/2026 21:30,Short 15M,202.62,1,202.62,1.01,0.67,0,1.01,0.67,-0.37,-0.25,37.49,3.75,14
260,Exit long,10/07/2026 17:45,Exit Long 15M,209.96,1,204.61,3.99,2.61,0,4.43,2.9,-0.17,-0.11,41.48,4.15,12
260,Entry long,10/07/2026 14:45,Long 15M,204.61,1,204.61,3.99,2.61,0,4.43,2.9,-0.17,-0.11,41.48,4.15,12
261,Exit short,13/07/2026 10:15,Exit Short 15M,207.82,1,206.78,-0.78,-0.5,0,0.01,0,-0.78,-0.5,40.7,4.07,4
261,Entry short,13/07/2026 09:15,Short 15M,206.78,1,206.78,-0.78,-0.5,0,0.01,0,-0.78,-0.5,40.7,4.07,4
262,Exit short,13/07/2026 18:15,Exit Short 15M,203.89,1,207.32,2.56,1.65,0,2.56,1.65,-0.54,-0.35,43.26,4.33,10
262,Entry short,13/07/2026 15:45,Short 15M,207.32,1,207.32,2.56,1.65,0,2.56,1.65,-0.54,-0.35,43.26,4.33,10
263,Exit long,14/07/2026 11:15,Exit Long 15M,204.56,1,204.97,-0.31,-0.2,0,0.28,0.18,-0.46,-0.3,42.96,4.3,8
263,Entry long,14/07/2026 09:15,Long 15M,204.97,1,204.97,-0.31,-0.2,0,0.28,0.18,-0.46,-0.3,42.96,4.3,8
264,Exit short,14/07/2026 15:30,Exit Short 15M,206.27,1,204.26,-1.51,-0.98,0,0.14,0.09,-1.51,-0.98,41.45,4.15,3
264,Entry short,14/07/2026 14:45,Short 15M,204.26,1,204.26,-1.51,-0.98,0,0.14,0.09,-1.51,-0.98,41.45,4.15,3
265,Exit long,14/07/2026 18:30,Exit Long 15M,211.18,1,207.49,2.76,1.78,0,3.02,1.94,-0.21,-0.13,44.21,4.42,10
265,Entry long,14/07/2026 16:00,Long 15M,207.49,1,207.49,2.76,1.78,0,3.02,1.94,-0.21,-0.13,44.21,4.42,10
266,Exit long,15/07/2026 13:00,Exit Long 15M,211.14,1,211.7,-0.42,-0.26,0,0.22,0.14,-0.42,-0.26,43.8,4.38,4
266,Entry long,15/07/2026 12:00,Long 15M,211.7,1,211.7,-0.42,-0.26,0,0.22,0.14,-0.42,-0.26,43.8,4.38,4
267,Exit short,15/07/2026 17:30,Exit Short 15M,206.1,1,210.68,3.42,2.17,0,3.42,2.17,-0.1,-0.06,47.22,4.72,8
267,Entry short,15/07/2026 15:30,Short 15M,210.68,1,210.68,3.42,2.17,0,3.42,2.17,-0.1,-0.06,47.22,4.72,8
268,Exit short,16/07/2026 14:00,Exit Short 15M,209.65,1,208.79,-0.64,-0.41,0,0.27,0.17,-0.64,-0.41,46.58,4.66,5
268,Entry short,16/07/2026 12:45,Short 15M,208.79,1,208.79,-0.64,-0.41,0,0.27,0.17,-0.64,-0.41,46.58,4.66,5
269,Exit long,16/07/2026 14:45,Short 15M,207.85,1,210.21,-1.74,-1.12,0,0.63,0.4,-2.02,-1.3,44.84,4.48,1
269,Entry long,16/07/2026 14:30,Long 15M,210.21,1,210.21,-1.74,-1.12,0,0.63,0.4,-2.02,-1.3,44.84,4.48,1
270,Exit short,16/07/2026 23:00,Exit Short 15M,206.73,1,207.85,0.83,0.54,0,1.48,0.96,-1.04,-0.68,45.67,4.57,33
270,Entry short,16/07/2026 14:45,Short 15M,207.85,1,207.85,0.83,0.54,0,1.48,0.96,-1.04,-0.68,45.67,4.57,33
271,Exit short,17/07/2026 23:15,Exit Short 15M,202.65,1,203.64,0.73,0.49,0,1.49,0.99,-0.19,-0.13,46.4,4.64,16
271,Entry short,17/07/2026 19:15,Short 15M,203.64,1,203.64,0.73,0.49,0,1.49,0.99,-0.19,-0.13,46.4,4.64,16
272,Exit long,20/07/2026 12:30,Exit Long 15M,205.84,1,203.75,1.55,1.03,0,1.55,1.03,-0.32,-0.21,47.96,4.8,13
272,Entry long,20/07/2026 09:15,Long 15M,203.75,1,203.75,1.55,1.03,0,1.55,1.03,-0.32,-0.21,47.96,4.8,13
273,Exit long,21/07/2026 23:00,Exit Long 15M,206.59,1,206.98,-0.29,-0.19,0,0.63,0.41,-0.37,-0.24,47.67,4.77,13
273,Entry long,21/07/2026 19:45,Long 15M,206.98,1,206.98,-0.29,-0.19,0,0.63,0.41,-0.37,-0.24,47.67,4.77,13
274,Exit short,22/07/2026 10:00,Exit Short 15M,205.42,1,204.88,-0.4,-0.26,0,0.03,0.02,-0.4,-0.26,47.26,4.73,3
274,Entry short,22/07/2026 09:15,Short 15M,204.88,1,204.88,-0.4,-0.26,0,0.03,0.02,-0.4,-0.26,47.26,4.73,3
275,Exit long,22/07/2026 16:00,Exit Long 15M,211.61,1,205.78,4.36,2.83,0,4.36,2.83,-0.62,-0.4,51.62,5.16,6
275,Entry long,22/07/2026 14:30,Long 15M,205.78,1,205.78,4.36,2.83,0,4.36,2.83,-0.62,-0.4,51.62,5.16,6
276,Exit long,22/07/2026 22:30,Exit Long 15M,212.65,1,213.87,-0.91,-0.57,0,0,0,-0.91,-0.57,50.71,5.07,1
276,Entry long,22/07/2026 22:15,Long 15M,213.87,1,213.87,-0.91,-0.57,0,0,0,-0.91,-0.57,50.71,5.07,1
277,Exit short,23/07/2026 00:30,Exit Short 15M,211.59,1,210.46,-0.84,-0.54,0,0.08,0.05,-0.84,-0.54,49.86,4.99,7
277,Entry short,22/07/2026 22:45,Short 15M,210.46,1,210.46,-0.84,-0.54,0,0.08,0.05,-0.84,-0.54,49.86,4.99,7
278,Exit long,23/07/2026 19:00,Exit Long 15M,208.46,1,209.64,-0.88,-0.56,0,0.59,0.38,-0.88,-0.56,48.98,4.9,6
278,Entry long,23/07/2026 17:30,Long 15M,209.64,1,209.64,-0.88,-0.56,0,0.59,0.38,-0.88,-0.56,48.98,4.9,6
279,Exit short,23/07/2026 20:45,Exit Short 15M,208.65,1,207.65,-0.75,-0.48,0,0.56,0.36,-0.75,-0.48,48.23,4.82,4
279,Entry short,23/07/2026 19:45,Short 15M,207.65,1,207.65,-0.75,-0.48,0,0.56,0.36,-0.75,-0.48,48.23,4.82,4
280,Exit short,24/07/2026 09:30,Exit Short 15M,207.55,1,207.03,-0.39,-0.25,0,0.03,0.02,-0.39,-0.25,47.84,4.78,1
280,Entry short,24/07/2026 09:15,Short 15M,207.03,1,207.03,-0.39,-0.25,0,0.03,0.02,-0.39,-0.25,47.84,4.78,1
281,Exit short,24/07/2026 16:00,Long 15M,209.5,1,207.97,-1.15,-0.74,0,1.72,1.1,-1.19,-0.76,46.69,4.67,8
281,Entry short,24/07/2026 14:00,Short 15M,207.97,1,207.97,-1.15,-0.74,0,1.72,1.1,-1.19,-0.76,46.69,4.67,8
282,Exit long,24/07/2026 19:15,Exit Long 15M,208.63,1,209.5,-0.65,-0.42,0,1.8,1.15,-0.68,-0.43,46.04,4.6,13
282,Entry long,24/07/2026 16:00,Long 15M,209.5,1,209.5,-0.65,-0.42,0,1.8,1.15,-0.68,-0.43,46.04,4.6,13
283,Exit short,24/07/2026 23:15,Exit Short 15M,206.76,1,207.83,0.8,0.51,0,2.27,1.45,-0.04,-0.02,46.84,4.68,15
283,Entry short,24/07/2026 19:30,Short 15M,207.83,1,207.83,0.8,0.51,0,2.27,1.45,-0.04,-0.02,46.84,4.68,15
284,Exit long,27/07/2026 11:15,Exit Long 15M,208.63,1,209.08,-0.34,-0.22,0,0.39,0.25,-0.4,-0.25,46.51,4.65,8
284,Entry long,27/07/2026 09:15,Long 15M,209.08,1,209.08,-0.34,-0.22,0,0.39,0.25,-0.4,-0.25,46.51,4.65,8
285,Exit short,28/07/2026 15:30,Exit Short 15M,196.03,1,194.3,-1.3,-0.89,0,1.17,0.8,-1.3,-0.89,45.21,4.52,3
285,Entry short,28/07/2026 14:45,Short 15M,194.3,1,194.3,-1.3,-0.89,0,1.17,0.8,-1.3,-0.89,45.21,4.52,3
